"","TAGA","TAGB","MeetingTree","MeetingDate","prop_A_vis_B","prop_A_first","n_shared_trees","n_shared_new_trees","A_future_trees","min_nights","A_future_species"
"1","4419","4408","None",2018-05-21,0,1,1,0,11,"yes","c(""Ficus carica"", ""Mulberry"", ""UK"", ""Avocado"")"
"2","4448","4408","Mulberry_734",2018-05-25,0,0,1,0,6,"yes","c(""Mulberry"", ""UK"")"
"3","4424","4419","None",2018-05-06,0,0.67,3,0,23,"yes","c(""Mulberry"", ""Ficus carica"", ""UK"", ""Peach"")"
"4","4453","4419","None",2018-05-11,0,1,1,0,3,"yes","c(""Mulberry"", ""UK"")"
"5","4408","4419","None",2018-05-21,0,0,1,0,4,"yes","c(""Ficus carica"", ""Mulberry"", ""UK"")"
"6","4435","4419","None",2018-05-21,0,0,1,0,2,"yes","c(""UK"", ""Ficus carica"", ""Mulberry"")"
"7","4448","4419","None",2018-05-25,0,0,1,0,6,"yes","c(""Mulberry"", ""UK"")"
"8","4440","4424","None",2018-05-04,0,1,5,0,4,"yes","c(""Mulberry"", ""UK"", ""Ficus carica"", ""Avocado"")"
"9","4454","4424","Mulberry_731",2018-05-04,0,1,1,0,1,"yes","c(""Mulberry"", ""Palm"", ""UK"", ""Ficus carica"")"
"10","4449","4424","Mulberry_706",2018-05-09,0,0,2,0,9,"yes","c(""Mulberry"", ""UK"", ""Ficus carica"", ""Plum"")"
"11","4419","4424","None",2018-05-06,0,0.33,3,0,2,"yes","c(""Ficus carica"", ""Mulberry"", ""UK"")"
"12","4444","4429","Mulberry_755",2018-04-25,0,0,1,0,5,"yes","c(""Ficus carica"", ""Carob"", ""Ficus benjamina"", ""Mulberry"", ""UK"", ""Palm"", ""Annona"", ""Loquat"")"
"13","4440","4429","Ficus carica_733",2018-04-18,0.1,0.33,3,1,10,"yes","c(""Mulberry"", ""Ficus carica"", ""Carob"", ""Plum"", ""UK"", ""Avocado"", ""Eucalyptus"")"
"14","4449","4429","Mulberry_755",2018-05-05,0,0,2,0,10,"yes","c(""Mulberry"", ""Ficus carica"", ""UK"")"
"15","4455","4432","Mulberry_655",2018-06-11,0,1,1,0,3,"yes","c(""Mulberry"", ""UK"", ""Loquat"")"
"16","4446","4432","Mulberry_655",2018-06-11,0,1,1,0,3,"yes","c(""Mulberry"", ""Washingtonia"", ""UK"")"
"17","4439","4432","Mulberry_655",2018-06-11,0,1,1,0,12,"yes","c(""Mulberry"", ""UK"", ""Ficus carica"", ""Maish"")"
"18","4419","4435","None",2018-05-21,0,1,1,0,11,"no","c(""Ficus carica"", ""Mulberry"", ""UK"", ""Avocado"")"
"19","4432","4439","Mulberry_655",2018-06-11,0,0,1,0,2,"yes","Mulberry"
"20","4455","4439","Mulberry_655",2018-06-07,0,0,1,0,5,"yes","c(""Mulberry"", ""Ficus carica"", ""UK"")"
"21","4446","4439","Mulberry_655",2018-06-07,0,0,1,0,1,"yes","c(""Mulberry"", ""UK"")"
"22","4445","4440","None",2018-04-19,0,0.75,4,0,15,"yes","c(""UK"", ""Palm"", ""Mulberry"", ""Ficus carica"", ""Loquat"", ""Melia azedarach"", ""Washingtonia"", ""Carob"", ""Annona"", ""Banana"", ""Cherry plum"", ""Ficus sycomorus"")"
"23","4444","4440","None",2018-04-18,0,0.83,6,0,10,"yes","c(""Ficus carica"", ""Carob"", ""Melia azedarach"", ""Mulberry"", ""Washingtonia"", ""Citrus"", ""Annona"", ""UK"")"
"24","4429","4440","Ficus carica_733",2018-04-18,0,0.67,3,0,4,"yes","c(""Palm"", ""Mulberry"", ""Ficus carica"", ""Carob"", ""UK"")"
"25","4454","4440","None",2018-05-04,0,0,2,0,1,"yes","c(""Mulberry"", ""Palm"", ""UK"", ""Ficus carica"")"
"26","4424","4440","None",2018-05-04,0,0,5,0,19,"yes","c(""UK"", ""Mulberry"", ""Ficus carica"", ""Einan"", ""Peach"")"
"27","4449","4440","None",2018-05-05,0,0,3,0,10,"yes","c(""Mulberry"", ""Ficus carica"", ""UK"")"
"28","4453","4440","None",2018-05-04,0,0,1,0,1,"yes","c(""Mulberry"", ""UK"")"
"29","4419","4440","None",2018-05-11,0,0,1,0,14,"yes","c(""UK"", ""Ficus carica"", ""Mulberry"", ""Eucalyptus"", ""Plum"", ""Citrus"")"
"30","4408","4441","Mulberry_734",2018-05-22,0,0,1,0,2,"yes","c(""Mulberry"", ""UK"", ""Ficus carica"")"
"31","4448","4441","Mulberry_734",2018-05-25,0,0,1,0,6,"yes","c(""Mulberry"", ""UK"")"
"32","4445","4442","None",2018-04-19,0,0.5,2,0,15,"yes","c(""UK"", ""Palm"", ""Mulberry"", ""Ficus carica"", ""Loquat"", ""Melia azedarach"", ""Washingtonia"", ""Carob"", ""Annona"", ""Banana"", ""Cherry plum"", ""Ficus sycomorus"")"
"33","4444","4442","None",2018-04-21,0.07,0,2,1,14,"no","c(""Ficus carica"", ""Citrus"", ""Carob"", ""Annona"", ""Washingtonia"", ""Melia azedarach"", ""UK"", ""Mulberry"", ""Loquat"", ""Palm"", ""Ficus benjamina"")"
