"","TAGA","TAGB","MeetingTree","MeetingDate","prop_A_vis_B","prop_A_first","n_shared_trees","n_shared_new_trees","A_future_trees","min_nights","A_future_species"
"1","5017","5013","unknown_331",2018-06-28,0,0.5,2,0,2,"yes","c(""Ficus religiosa"", ""Ficus"", ""Ficus sycomorus"")"
"2","5016","5013","Ficus religiosa_17",2018-06-29,0,0.5,6,0,1,"yes","Ficus religiosa"
"3","5013","5015","None",2018-06-29,1,0.6,5,1,1,"yes","Ficus religiosa"
"4","5016","5015","None",2018-07-01,0,0.5,2,0,1,"yes","Ficus religiosa"
"5","5017","5016","unknown_331",2018-06-28,0,1,3,0,2,"yes","c(""Ficus religiosa"", ""Ficus"", ""Ficus sycomorus"")"
"6","5013","5016","Ficus religiosa_17",2018-06-29,0,0.5,6,0,1,"yes","Ficus religiosa"
"7","5013","5017","unknown_331",2018-06-28,0,0.5,2,0,1,"yes","Ficus religiosa"
"8","5016","5017","unknown_331",2018-06-28,0,0,3,0,1,"yes","Ficus religiosa"
"9","5019","5017","Mulberry_350",2018-06-28,0.5,0.25,4,1,2,"yes","c(""Ficus religiosa"", ""Ficus sycomorus"")"
"10","5017","5018","unknown_331",2018-06-28,0,0.67,3,0,2,"yes","c(""Ficus religiosa"", ""Ficus"", ""Ficus sycomorus"")"
"11","5013","5018","unknown_331",2018-06-28,1,0.2,5,1,1,"yes","Ficus religiosa"
"12","5016","5018","unknown_331",2018-06-28,0,0.2,5,0,1,"yes","Ficus religiosa"
"13","5017","5019","Mulberry_350",2018-06-28,0,0.75,4,0,2,"yes","c(""Ficus religiosa"", ""Ficus"", ""Ficus sycomorus"")"
"14","5018","5019","unknown_331",2018-06-30,1,0.33,6,1,1,"yes","c(""Ficus religiosa"", ""Ficus sycomorus"")"
"15","5013","5019","Ficus religiosa_17",2018-06-29,1,0.5,4,1,1,"yes","Ficus religiosa"
"16","5016","5019","Ficus religiosa_17",2018-06-29,1,0.5,4,1,1,"yes","Ficus religiosa"
"17","5016","5021","Ficus religiosa_19",2018-07-01,0,0,2,0,1,"yes","Ficus religiosa"
"18","5019","5021","Ficus religiosa_19",2018-06-28,0,0.5,2,0,2,"yes","c(""Ficus religiosa"", ""Ficus sycomorus"")"
"19","5016","5022","unknown_1091",2018-06-28,0,0,3,0,1,"yes","Ficus religiosa"
"20","5019","5022","Ficus religiosa_19",2018-06-28,0.5,0.2,5,1,2,"yes","c(""Ficus religiosa"", ""Ficus sycomorus"")"
"21","5150","5154","None",2018-07-20,1,0,4,1,1,"yes","Ficus sycomorus"
"22","5473","5425","None",2018-11-25,0,1,7,0,1,"yes","Ficus religiosa"
"23","5597","5462","Melia azedarach_640",2018-11-30,0,0.75,4,0,1,"yes","c(""Ficus religiosa"", ""Ficus sycomorus"")"
"24","5483","5462","None",2018-11-23,0,0.75,4,0,1,"yes","Ficus religiosa"
"25","5597","5473","None",2018-11-23,1,0.75,4,1,1,"yes","Ficus religiosa"
"26","5483","5473","None",2018-11-23,0,0.36,11,0,1,"yes","Ficus religiosa"
"27","5476","5473","None",2018-11-24,1,0.17,6,1,1,"yes","Ficus religiosa"
"28","5462","5479","None",2018-11-23,0,0,3,0,1,"yes","Ficus religiosa"
"29","5597","5479","None",2018-11-22,0,0.33,3,0,1,"yes","Ficus religiosa"
"30","5480","5479","None",2018-11-23,0,0.25,4,0,1,"yes","Ficus religiosa"
"31","5483","5479","None",2018-11-23,0,0,2,0,1,"yes","Ficus religiosa"
"32","5473","5480","Ficus religiosa_19",2018-11-25,0,1,1,0,1,"yes","Ficus religiosa"
"33","5483","5480","None",2018-11-24,0,1,1,0,1,"yes","Ficus religiosa"
"34","5462","5483","None",2018-11-23,1,0.25,4,1,1,"yes","Ficus religiosa"
"35","5597","5483","Persimmon_32",2018-11-23,1,0.5,6,1,1,"yes","Ficus religiosa"
"36","5473","5486","None",2018-11-29,0,1,3,0,1,"yes","Ficus religiosa"
"37","5480","5486","None",2018-11-23,0,0.5,4,0,1,"yes","Ficus religiosa"
"38","5483","5486","None",2018-11-23,0,0.83,6,0,1,"yes","Ficus religiosa"
"39","5462","5589","Melia azedarach_437",2018-11-23,0,0.8,5,0,1,"yes","Ficus religiosa"
"40","5483","5589","Melia azedarach_437",2018-11-23,0,0.4,5,0,1,"yes","Ficus religiosa"
"41","5486","5597","None",2018-12-07,0,0,2,0,1,"yes","Ficus religiosa"
"42","5483","5597","Persimmon_32",2018-11-23,0,0.5,6,0,1,"yes","Ficus religiosa"
"43","5751","5599","None",2019-09-25,0,0.33,3,0,1,"yes","Ficus religiosa"
"44","5685","5599","None",2019-09-25,0,0.5,2,0,1,"yes","Ficus religiosa"
"45","5745","5667","None",2019-11-06,0,0.38,8,0,1,"yes","Ficus religiosa"
"46","5761","5667","None",2019-12-06,0,1,1,0,1,"yes","Ficus religiosa"
"47","5778","5667","unknown_91",2019-11-20,0,0.5,4,0,1,"yes","Ficus religiosa"
"48","5744","5667","unknown_3641",2019-11-06,0,0.36,11,0,2,"yes","Ficus religiosa"
"49","5764","5685","None",2019-09-24,0,0.8,10,0,1,"yes","Ficus religiosa"
"50","5745","5685","None",2019-09-24,0,0.36,11,0,1,"yes","Ficus religiosa"
"51","5743","5685","None",2019-09-24,0,0.45,11,0,1,"yes","Ficus religiosa"
"52","6123","5737","None",2019-07-12,0,0,1,0,1,"yes","Ficus religiosa"
"53","5771","5744","None",2019-11-06,0,0.5,2,0,1,"yes","Ficus sycomorus"
"54","6026","5744","None",2019-11-08,1,0.8,5,1,1,"yes","Ficus religiosa"
"55","5761","5745","unknown_3242",2019-12-09,0,0.17,6,0,1,"yes","Ficus religiosa"
"56","5764","5748","Mulberry_755",2019-09-07,0,0.6,5,0,1,"yes","Ficus religiosa"
"57","5685","5748","Mulberry_378",2019-09-25,1,0,5,1,1,"yes","Ficus religiosa"
"58","6181","5749","Loquat_443",2019-11-06,0,0.25,4,0,1,"yes","Ficus religiosa"
"59","5781","5749","Loquat_443",2019-11-06,0,0.5,4,0,1,"yes","c(""Ficus sycomorus"", ""Ficus religiosa"")"
"60","6265","5749","None",2019-11-18,0,0,2,0,1,"yes","Ficus religiosa"
"61","5771","5751","None",2019-11-06,0,0,2,0,1,"yes","Ficus sycomorus"
"62","5667","5751","None",2019-11-07,0,0.14,7,0,1,"yes","Ficus religiosa"
"63","6123","5760","unknown_3311",2019-07-12,0,0,2,0,1,"yes","Ficus religiosa"
"64","6181","5761","None",2019-11-10,0,0,1,0,1,"yes","Ficus religiosa"
"65","6265","5761","unknown_1435",2019-11-16,0,0.33,9,0,1,"yes","Ficus religiosa"
"66","5744","5761","None",2019-11-11,0,0.57,7,0,1,"yes","Ficus religiosa"
"67","5742","5764","Ficus religiosa_20",2019-07-04,0.5,0,5,1,2,"yes","Ficus religiosa"
"68","6181","5771","None",2019-11-07,0,0.5,2,0,1,"yes","Ficus religiosa"
"69","5744","5771","None",2019-11-06,0,0.5,2,0,2,"yes","Ficus religiosa"
"70","6123","5777","None",2019-07-12,0,0,1,0,1,"yes","Ficus religiosa"
"71","6245","5778","None",2019-11-06,0,0.33,3,0,1,"yes","Ficus sycomorus"
"72","6246","5778","Ficus carica_414",2019-11-14,0.33,0.56,9,1,3,"yes","Ficus religiosa"
"73","5777","5779","None",2019-06-09,1,1,1,1,1,"yes","Ficus microcarpa"
"74","5749","5781","Loquat_443",2019-11-06,0,0.5,4,0,1,"yes","Ficus religiosa"
"75","6265","5781","None",2019-11-16,0,0,2,0,1,"yes","Ficus religiosa"
"76","5745","6026","None",2019-11-06,0,0.4,5,0,1,"yes","Ficus religiosa"
"77","5778","6026","unknown_91",2019-11-13,0,0.25,4,0,1,"yes","Ficus religiosa"
"78","6246","6026","None",2019-11-14,0,0,3,0,3,"yes","Ficus religiosa"
"79","5749","6181","Loquat_443",2019-11-06,0,0.75,4,0,1,"yes","Ficus religiosa"
"80","5764","6182","None",2019-09-24,0,1,2,0,1,"yes","Ficus religiosa"
"81","5599","6182","Ficus microcarpa_36",2019-09-23,0,0.75,4,0,2,"yes","Ficus microcarpa"
"82","6181","6245","None",2019-11-07,0,0.33,3,0,1,"yes","Ficus religiosa"
"83","5749","6246","Loquat_443",2019-11-06,0,1,2,0,1,"yes","Ficus religiosa"
"84","6181","6246","Loquat_443",2019-11-06,0,0.75,4,0,1,"yes","Ficus religiosa"
"85","5781","6246","Loquat_443",2019-11-06,0,0.67,3,0,1,"yes","c(""Ficus sycomorus"", ""Ficus religiosa"")"
"86","5667","6246","None",2019-11-07,0,0.5,4,0,1,"yes","Ficus religiosa"
"87","6267","6246","None",2019-11-17,0,0.5,2,0,1,"yes","Ficus microcarpa"
"88","5744","6246","unknown_463",2019-11-07,0,0.55,11,0,2,"yes","Ficus religiosa"
"89","6181","6251","None",2019-11-06,0,0.88,8,0,1,"yes","Ficus religiosa"
"90","5781","6251","None",2019-11-06,0,0.83,6,0,1,"yes","c(""Ficus sycomorus"", ""Ficus religiosa"")"
"91","6265","6251","unknown_1433",2019-11-16,0,0.62,8,0,1,"yes","Ficus religiosa"
"92","5745","6255","None",2019-11-06,0,1,2,0,1,"yes","Ficus religiosa"
"93","6245","6255","Ficus carica_671",2019-11-06,0,0.33,3,0,1,"yes","Ficus sycomorus"
