TAG,duration,num_loc,position_qlt,dummy,medX,medY,night_number,time_start,time_end,month,X_tree,Y_tree,tree_sp,cluster_ID,TAG_Night,date_global,Number_of_Nights,cave_origin
5749,9,56,0.811617728,no,256148.6032,785244.2135,2,20:54:23,21:03:35,11,256132,785266,Surinam Cherry,Surinam Cherry_56,5749_2,2019-11-06,7,
5749,0,1,inf,no,256152.2054,785220.5356,2,18:19:11,18:19:11,11,256171,785226,Loquat,Loquat_376,5749_2,2019-11-06,7,
6246,1,6,0.600022501,no,256197.1077,785209.7669,2,21:08:14,21:09:34,11,256205,785224,Ziziphus spina-christi,Ziziphus spina-christi_69,6246_2,2019-11-06,54,
6246,2,8,0.666694446,no,256134.1963,785239.3246,2,00:09:10,00:10:46,11,256115,785218,Mulberry,Mulberry_493,6246_2,2019-11-06,54,
5749,14,94,0.912647941,no,256179.5409,785193.1494,2,21:31:35,21:45:19,11,256171,785226,Loquat,Loquat_376,5749_2,2019-11-06,7,
5749,34,168,0.651181405,no,256166.0051,785208.0121,2,19:17:27,19:51:51,11,256171,785226,Loquat,Loquat_376,5749_2,2019-11-06,7,
6258,30,35,0.156256889,no,256160.0655,785218.8121,2,19:26:01,19:55:53,11,256171,785226,Loquat,Loquat_376,6258_2,2019-11-06,11,
5749,3,10,0.52632964,no,256135.9654,785262.5756,2,00:56:39,00:59:11,11,256132,785266,Surinam Cherry,Surinam Cherry_56,5749_2,2019-11-06,7,
6258,4,23,0.793141054,no,256170.033,785244.2402,2,17:00:18,17:04:10,11,256171,785226,Loquat,Loquat_376,6258_2,2019-11-06,11,
6258,37,201,0.730940987,no,256174.7814,785238.4978,2,17:19:29,17:56:09,11,256171,785226,Loquat,Loquat_376,6258_2,2019-11-06,11,
5749,6,32,0.727293389,no,256168.1957,785191.492,2,21:56:23,22:02:15,11,256171,785226,Loquat,Loquat_376,5749_2,2019-11-06,7,
5684,20,27,0.177638591,no,256039.206,785275.267,2,21:48:09,22:08:25,11,256031,785277,Melia azedarach,Melia azedarach_438,5684_2,2019-11-06,6,
6251,26,88,0.448999064,no,256139.684,785240.8789,2,17:58:54,18:25:02,11,256139.684,785240.8789,UK,B_6251_157,6251_2,2019-11-06,49,
5749,23,139,0.798873531,no,256196.1435,785244.4949,2,23:27:59,23:51:11,11,256186,785255,Loquat,Loquat_376,5749_2,2019-11-06,7,
6258,5,2,0.055558063,no,256159.4668,785302.7611,2,16:53:46,16:58:34,11,256164,785283,Apple,Apple_33,6258_2,2019-11-06,11,
5749,4,9,0.290330775,no,256162.8247,785270.2862,2,00:15:43,00:19:51,11,256132,785266,Surinam Cherry,Surinam Cherry_56,5749_2,2019-11-06,7,
5749,1,8,0.888913581,no,256158.9092,785209.2877,2,18:23:51,18:25:03,11,256171,785226,Loquat,Loquat_376,5749_2,2019-11-06,7,
5684,3,18,0.947405819,no,256061.7931,785226.051,2,18:19:37,18:22:09,11,256032,785251,Ficus carica,Ficus carica_512,5684_2,2019-11-06,6,
5749,4,15,0.535728636,no,256151.5857,785222.5375,2,21:49:27,21:53:11,11,256171,785226,Loquat,Loquat_376,5749_2,2019-11-06,7,
5749,2,8,0.666687501,no,256146.8141,785246.1485,2,18:20:23,18:21:59,11,256132,785266,Surinam Cherry,Surinam Cherry_56,5749_2,2019-11-06,7,
5684,2,10,0.769260356,no,256051.133,785225.2387,2,23:15:31,23:17:15,11,256032,785251,Ficus carica,Ficus carica_512,5684_2,2019-11-06,6,
5684,1,2,0.2000075,no,256041.884,785245.2515,2,23:00:00,23:01:20,11,256032,785251,Ficus carica,Ficus carica_512,5684_2,2019-11-06,6,
5749,0,1,inf,no,256136.8184,785210.2622,2,18:01:19,18:01:19,11,256115,785218,Mulberry,Mulberry_493,5749_2,2019-11-06,7,
5749,7,20,0.392167436,no,256166.856,785199.0342,2,22:04:07,22:10:55,11,256171,785226,Loquat,Loquat_376,5749_2,2019-11-06,7,
5749,3,16,0.615402367,no,256145.6376,785221.8375,2,21:22:15,21:25:43,11,256115,785218,Mulberry,Mulberry_493,5749_2,2019-11-06,7,
5684,4,19,0.612927941,no,256089.3753,785190.8354,2,19:38:33,19:42:41,11,256098,785213,Melia azedarach,Melia azedarach_439,5684_2,2019-11-06,6,
5749,16,75,0.609773449,no,256120.6542,785265.367,2,00:25:03,00:41:27,11,256132,785266,Surinam Cherry,Surinam Cherry_56,5749_2,2019-11-06,7,
5749,16,109,0.931649811,no,256127.6939,785253.0987,2,22:34:23,22:49:59,11,256132,785266,Surinam Cherry,Surinam Cherry_56,5749_2,2019-11-06,7,
5749,30,155,0.698217855,no,256159.0753,785214.2879,2,18:43:35,19:13:11,11,256171,785226,Loquat,Loquat_376,5749_2,2019-11-06,7,
5749,14,85,0.809546939,no,256174.7502,785258.2798,2,23:12:47,23:26:47,11,256186,785255,Loquat,Loquat_376,5749_2,2019-11-06,7,
5684,59,219,0.496618628,no,256049.5685,785236.776,2,18:27:45,19:26:33,11,256032,785251,Ficus carica,Ficus carica_512,5684_2,2019-11-06,6,
6263,1,5,1.250039064,no,256056.0617,785198.874,2,19:28:18,19:28:50,11,256050,785186,Avocado,Avocado_161,6263_2,2019-11-06,16,
5684,1,6,1.200060003,no,256116.9365,785179.1744,2,19:36:25,19:37:05,11,256124,785170,Mulberry,Mulberry_500,5684_2,2019-11-06,6,
5749,19,71,0.503560385,no,256136.359,785230.9202,2,20:17:19,20:36:07,11,256171,785226,Loquat,Loquat_376,5749_2,2019-11-06,7,
6251,0,1,inf,no,256151.7786,785273.2487,2,19:53:34,19:53:34,11,256151.7786,785273.2487,UK,B_6251_1,6251_2,2019-11-06,49,
5684,0,2,2,no,256053.7991,785241.0959,2,21:16:49,21:16:57,11,256032,785251,Ficus carica,Ficus carica_512,5684_2,2019-11-06,6,
5684,7,28,0.50002009,no,256115.5008,785176.8521,2,23:18:27,23:25:55,11,256124,785170,Mulberry,Mulberry_500,5684_2,2019-11-06,6,
5684,9,53,0.779443286,no,256054.7203,785230.7609,2,22:14:33,22:23:36,11,256032,785251,Ficus carica,Ficus carica_512,5684_2,2019-11-06,6,
5684,0,1,inf,no,256033.9431,785273.4416,2,22:55:20,22:55:20,11,256031,785277,Melia azedarach,Melia azedarach_438,5684_2,2019-11-06,6,
6258,3,22,0.956563329,no,256162.7059,785223.9318,2,20:52:49,20:55:53,11,256171,785226,Loquat,Loquat_376,6258_2,2019-11-06,11,
6263,1,4,0.800040002,no,256105.2495,785184.8096,2,19:30:42,19:31:22,11,256124,785170,Mulberry,Mulberry_500,6263_2,2019-11-06,16,
6258,9,19,0.296888337,no,256153.2769,785230.4386,2,21:33:53,21:42:25,11,256171,785226,Loquat,Loquat_376,6258_2,2019-11-06,11,
6263,1,3,0.375023439,no,256043.6164,785224,3,17:53:34,17:54:38,11,256032,785251,Ficus carica,Ficus carica_512,6263_3,2019-11-07,16,
6250,4,14,0.500026787,no,256090.2304,785304.4979,3,22:36:23,22:40:07,11,256094,785316,Mulberry,Mulberry_495,6250_3,2019-11-07,18,
6250,24,83,0.466317678,no,256077.1159,785326.7653,3,21:17:43,21:41:27,11,256063,785331,Mulberry,Mulberry_495,6250_3,2019-11-07,18,
6250,4,20,0.625034182,no,256084.9201,785309.0138,3,22:59:35,23:03:51,11,256085,785320,Mulberry,Mulberry_495,6250_3,2019-11-07,18,
6250,28,115,0.55558575,no,256071.9528,785312.8525,3,23:36:47,00:04:23,11,256063,785331,Mulberry,Mulberry_495,6250_3,2019-11-07,18,
6250,5,12,0.342875511,no,256092.9114,785320.3146,3,20:38:55,20:43:35,11,256085,785320,Mulberry,Mulberry_495,6250_3,2019-11-07,18,
6250,1,10,1.111172843,no,256059.6014,785322.9731,3,21:46:55,21:48:07,11,256063,785331,Mulberry,Mulberry_495,6250_3,2019-11-07,18,
6250,9,20,0.294133868,no,256023.0002,785239.4636,3,16:51:36,17:00:40,11,256015,785234,Mulberry,Mulberry_505,6250_3,2019-11-07,18,
5771,0,1,inf,no,256079.2398,785196.2802,3,21:56:45,21:56:45,11,256098,785213,Melia azedarach,Melia azedarach_439,5771_3,2019-11-07,10,Har Gershom
6250,8,34,0.596523932,no,256046.1734,785329.5251,3,23:05:03,23:12:39,11,256063,785331,Mulberry,Mulberry_495,6250_3,2019-11-07,18,
6250,2,17,1.000051473,no,256069.5577,785315.0497,3,22:47:03,22:49:19,11,256063,785331,Mulberry,Mulberry_495,6250_3,2019-11-07,18,
5771,9,50,0.724670501,no,256031.0738,785256.7271,3,22:08:21,22:17:33,11,256032,785251,Ficus carica,Ficus carica_512,5771_3,2019-11-07,10,Har Gershom
5684,14,40,0.380967801,no,256038.8633,785250.0065,3,19:34:43,19:48:43,11,256032,785251,Ficus carica,Ficus carica_512,5684_3,2019-11-07,6,Shaked
6250,1,2,0.400020001,no,256068.7645,785317.9005,3,16:20:08,16:20:48,11,256085,785320,Mulberry,Mulberry_495,6250_3,2019-11-07,18,
6245,11,70,0.875031446,no,256177.4779,785226.9375,3,19:50:41,20:01:21,11,256171,785226,Loquat,Loquat_376,6245_3,2019-11-07,7,Zemer cave
6250,15,94,0.846892625,no,256058.7807,785335.4141,3,00:38:07,00:52:55,11,256063,785331,Mulberry,Mulberry_495,6250_3,2019-11-07,18,
6250,4,3,0.111117284,no,256073.4301,785227.8317,3,22:41:43,22:45:19,11,256098,785213,Melia azedarach,Melia azedarach_439,6250_3,2019-11-07,18,
6245,2,5,0.294126298,no,256150.205,785242.706,3,18:39:53,18:42:09,11,256132,785266,Surinam Cherry,Surinam Cherry_56,6245_3,2019-11-07,7,Zemer cave
6250,15,49,0.445478844,no,256071.4377,785324.4334,3,22:19:59,22:34:39,11,256063,785331,Mulberry,Mulberry_495,6250_3,2019-11-07,18,
6245,32,184,0.77313645,no,256193.956,785219.7072,3,19:10:01,19:41:45,11,256205,785224,Ziziphus spina-christi,Ziziphus spina-christi_69,6245_3,2019-11-07,7,Zemer cave
5771,0,1,inf,no,256090.2835,785296.4535,3,21:34:45,21:34:45,11,256094,785316,Mulberry,Mulberry_495,5771_3,2019-11-07,10,Har Gershom
6265,0,2,2,no,256091.9757,785237.4246,3,17:23:16,17:23:24,11,256098,785213,Melia azedarach,Melia azedarach_439,6265_3,2019-11-07,43,Einan
6245,23,151,0.883071275,no,256184.9451,785230.7383,3,22:46:49,23:09:37,11,256171,785226,Loquat,Loquat_376,6245_3,2019-11-07,7,Zemer cave
5771,0,2,2.000250031,no,256049.1585,785275.6143,3,21:23:09,21:23:17,11,256031,785277,Melia azedarach,Melia azedarach_438,5771_3,2019-11-07,10,Har Gershom
5684,0,1,inf,no,256085.6888,785235.6464,3,20:06:50,20:06:50,11,256098,785213,Melia azedarach,Melia azedarach_439,5684_3,2019-11-07,6,Shaked
5771,3,18,0.857183675,no,256036.1338,785240.9264,3,21:52:45,21:55:33,11,256032,785251,Ficus carica,Ficus carica_512,5771_3,2019-11-07,10,Har Gershom
5684,2,9,0.642880103,no,256126.4142,785194.2123,3,18:38:51,18:40:43,11,256124,785170,Mulberry,Mulberry_500,5684_3,2019-11-07,6,Shaked
6245,10,59,0.786694201,no,256158.0843,785232.8487,3,22:35:37,22:45:37,11,256171,785226,Loquat,Loquat_376,6245_3,2019-11-07,7,Zemer cave
5771,1,4,1.000031251,no,256101.8468,785274.6485,3,21:50:53,21:51:25,11,256109,785255,Ficus sycomorus,Ficus sycomorus_3,5771_3,2019-11-07,10,Har Gershom
6251,8,53,0.86888985,no,256193.0768,785226.2881,3,18:03:38,18:11:46,11,256151.7786,785273.2487,UK,B_6251_1,6251_3,2019-11-07,49,
5771,4,7,0.225816468,no,256045.6588,785262.3094,3,21:28:53,21:33:01,11,256032,785251,Ficus carica,Ficus carica_512,5771_3,2019-11-07,10,Har Gershom
5684,2,11,0.647082613,no,256072.912,785230.5779,3,20:12:02,20:14:18,11,256098,785213,Melia azedarach,Melia azedarach_439,5684_3,2019-11-07,6,Shaked
6245,4,24,0.827614745,no,256173.4653,785249.3624,3,21:29:53,21:33:45,11,256186,785255,Loquat,Loquat_376,6245_3,2019-11-07,7,Zemer cave
5684,0,3,1.5,no,256060.8982,785197.0681,3,19:33:07,19:33:23,11,256050,785186,Avocado,Avocado_161,5684_3,2019-11-07,6,Shaked
6245,1,5,0.555578705,no,256167.7459,785253.9797,3,23:23:21,23:24:33,11,256154,785272,Mulberry,Mulberry_494,6245_3,2019-11-07,7,Zemer cave
5684,5,20,0.588259084,no,256030.1432,785248.2753,3,17:58:33,18:03:05,11,256032,785251,Ficus carica,Ficus carica_512,5684_3,2019-11-07,6,Shaked
5684,0,2,2,no,256030.971,785250.6032,3,19:28:43,19:28:51,11,256023,785249,Apple,Apple_32,5684_3,2019-11-07,6,Shaked
5781,6,32,0.695674859,no,256130.5349,785275.6474,3,17:42:21,17:48:29,11,256132,785266,Surinam Cherry,Surinam Cherry_56,5781_3,2019-11-07,14,Zemer cave
6181,3,15,0.600024001,no,256038.4043,785247.0478,3,17:14:11,17:17:31,11,256032,785251,Ficus carica,Ficus carica_512,6181_3,2019-11-07,12,Zemer cave
6181,15,73,0.646041282,no,256011.9187,785257.4811,3,18:31:14,18:46:18,11,256023,785249,Apple,Apple_32,6181_3,2019-11-07,12,Zemer cave
6245,5,37,1.027813466,no,256203.3552,785251.896,3,21:56:09,22:00:57,11,256186,785255,Loquat,Loquat_376,6245_3,2019-11-07,7,Zemer cave
5781,0,1,inf,no,256150.273,785239.9847,3,17:32:13,17:32:13,11,256171,785226,Loquat,Loquat_376,5781_3,2019-11-07,14,Zemer cave
6181,4,18,0.642880103,no,256120.365,785282.5974,3,17:36:51,17:40:35,11,256118,785292,Mulberry,Mulberry_495,6181_3,2019-11-07,12,Zemer cave
6181,0,1,inf,no,256012.9901,785231.4103,3,21:54:26,21:54:26,11,256015,785234,Mulberry,Mulberry_505,6181_3,2019-11-07,12,Zemer cave
6181,4,12,0.400015001,no,256165.1849,785296.3037,3,17:29:47,17:33:47,11,256164,785283,Apple,Apple_33,6181_3,2019-11-07,12,Zemer cave
5684,2,3,0.187507325,no,256073.5098,785220.2694,3,18:59:31,19:01:39,11,256098,785213,Melia azedarach,Melia azedarach_439,5684_3,2019-11-07,6,Shaked
6181,9,54,0.818212811,no,256111.0455,785273.9616,3,16:41:47,16:50:35,11,256118,785292,Mulberry,Mulberry_495,6181_3,2019-11-07,12,Zemer cave
6181,5,31,0.911798228,no,256053.426,785258.2415,3,16:35:15,16:39:47,11,256032,785251,Ficus carica,Ficus carica_512,6181_3,2019-11-07,12,Zemer cave
6181,13,50,0.505069636,no,256041.2534,785264.0093,3,23:29:30,23:42:42,11,256031,785277,Melia azedarach,Melia azedarach_438,6181_3,2019-11-07,12,Zemer cave
6181,1,11,1.100041252,no,256095.8139,785260.6708,3,16:51:55,16:53:15,11,256109,785255,Ficus sycomorus,Ficus sycomorus_3,6181_3,2019-11-07,12,Zemer cave
6181,5,22,0.578970223,no,256110.6244,785267.3778,3,17:22:19,17:27:23,11,256109,785255,Ficus sycomorus,Ficus sycomorus_3,6181_3,2019-11-07,12,Zemer cave
6181,8,12,0.2000075,no,256072.8684,785257.7077,3,17:04:19,17:12:19,11,256109,785255,Ficus sycomorus,Ficus sycomorus_3,6181_3,2019-11-07,12,Zemer cave
6181,1,3,0.428586735,no,256105.2739,785261.5773,3,22:45:46,22:46:42,11,256109,785255,Ficus sycomorus,Ficus sycomorus_3,6181_3,2019-11-07,12,Zemer cave
5781,8,45,0.775888824,no,256166.7191,785285.3437,3,17:12:05,17:19:49,11,256164,785283,Apple,Apple_33,5781_3,2019-11-07,14,Zemer cave
5684,5,13,0.371443164,no,256071.1579,785223.1794,3,18:43:07,18:47:47,11,256098,785213,Melia azedarach,Melia azedarach_439,5684_3,2019-11-07,6,Shaked
6251,1,3,0.375017579,no,256102.5239,785272.1915,3,18:32:34,18:33:38,11,256102.5239,785272.1915,UK,B_6251_293,6251_3,2019-11-07,49,
6245,8,54,0.947401663,no,256201.6647,785244.8151,3,20:12:01,20:19:37,11,256219,785231,Papaya,Papaya_29,6245_3,2019-11-07,7,Zemer cave
5684,12,72,0.827619502,no,256040.0135,785284.3408,3,19:51:55,20:03:30,11,256031,785277,Melia azedarach,Melia azedarach_438,5684_3,2019-11-07,6,Shaked
6263,4,22,0.70971176,no,256120.2484,785256.045,3,17:57:50,18:01:58,11,256109,785255,Ficus sycomorus,Ficus sycomorus_3,6263_3,2019-11-07,16,
6181,0,2,2,no,256173.2447,785300.2835,3,17:35:31,17:35:39,11,256164,785283,Apple,Apple_33,6181_3,2019-11-07,12,Zemer cave
5781,0,1,inf,no,256022.3037,785250.2754,3,20:20:13,20:20:13,11,256023,785249,Apple,Apple_32,5781_3,2019-11-07,14,Zemer cave
5781,26,132,0.680435608,no,256120.7863,785257.5586,3,19:02:45,19:28:37,11,256109,785255,Ficus sycomorus,Ficus sycomorus_3,5781_3,2019-11-07,14,Zemer cave
6263,1,5,1.25007813,no,256074.7674,785190.766,3,18:46:54,18:47:26,11,256050,785186,Avocado,Avocado_161,6263_3,2019-11-07,16,
6263,3,21,0.840042002,no,256101.0603,785247.0384,3,18:03:10,18:06:30,11,256109,785255,Ficus sycomorus,Ficus sycomorus_3,6263_3,2019-11-07,16,
6263,4,33,1.000049245,no,256101.0344,785239.5787,3,18:22:14,18:26:38,11,256109,785255,Ficus sycomorus,Ficus sycomorus_3,6263_3,2019-11-07,16,
6181,25,152,0.808540744,no,256063.2598,785253.7977,3,17:41:47,18:06:50,11,256032,785251,Ficus carica,Ficus carica_512,6181_3,2019-11-07,12,Zemer cave
5781,1,8,1.000046877,no,256134.1844,785276.2321,3,18:04:13,18:05:17,11,256132,785266,Surinam Cherry,Surinam Cherry_56,5781_3,2019-11-07,14,Zemer cave
6181,23,64,0.374282959,no,256031.5732,785263.0756,3,22:10:18,22:33:06,11,256032,785251,Ficus carica,Ficus carica_512,6181_3,2019-11-07,12,Zemer cave
5684,2,9,0.529431229,no,256121.6794,785192.4275,3,20:08:34,20:10:50,11,256124,785170,Mulberry,Mulberry_500,5684_3,2019-11-07,6,Shaked
6263,9,55,0.859418642,no,256105.6438,785239.4254,3,18:35:34,18:44:06,11,256109,785255,Ficus sycomorus,Ficus sycomorus_3,6263_3,2019-11-07,16,
6263,1,4,0.800040002,no,256115.142,785243.3483,3,17:51:02,17:51:42,11,256109,785255,Ficus sycomorus,Ficus sycomorus_3,6263_3,2019-11-07,16,
6245,0,1,inf,no,256096.9927,785231.9973,3,21:53:21,21:53:21,11,256098,785213,Melia azedarach,Melia azedarach_439,6245_3,2019-11-07,7,Zemer cave
6263,1,5,0.833368057,no,256077.8976,785238.5278,3,18:33:34,18:34:22,11,256109,785255,Ficus sycomorus,Ficus sycomorus_3,6263_3,2019-11-07,16,
6246,118,686,0.775172337,no,256166.5884,785235.8539,3,19:22:11,21:20:11,11,256171,785226,Loquat,Loquat_376,6246_3,2019-11-07,54,Har Gershom
6263,6,27,0.627939834,no,256097.2211,785231.3439,3,18:15:18,18:21:02,11,256109,785255,Ficus sycomorus,Ficus sycomorus_3,6263_3,2019-11-07,16,
6181,21,129,0.801272097,no,256040.3864,785264.126,3,18:08:10,18:29:38,11,256031,785277,Melia azedarach,Melia azedarach_438,6181_3,2019-11-07,12,Zemer cave
6263,0,1,inf,no,256098.4947,785239.7768,3,17:41:58,17:41:58,11,256109,785255,Ficus sycomorus,Ficus sycomorus_3,6263_3,2019-11-07,16,
6181,0,1,inf,no,256056.0694,785246.1746,3,21:07:46,21:07:46,11,256032,785251,Ficus carica,Ficus carica_512,6181_3,2019-11-07,12,Zemer cave
6246,0,1,inf,no,256175.2598,785225.549,3,19:19:07,19:19:07,11,256171,785226,Loquat,Loquat_376,6246_3,2019-11-07,54,Har Gershom
5781,0,4,1.333388891,no,256201.2976,785260.9992,3,18:06:37,18:07:01,11,256186,785255,Loquat,Loquat_376,5781_3,2019-11-07,14,Zemer cave
6245,8,58,1.017579564,no,256170.2651,785250.9643,3,22:02:17,22:09:53,11,256186,785255,Loquat,Loquat_376,6245_3,2019-11-07,7,Zemer cave
6246,7,10,0.185192902,no,256123.4115,785247.6599,3,21:21:47,21:28:59,11,256109,785255,Ficus sycomorus,Ficus sycomorus_3,6246_3,2019-11-07,54,Har Gershom
6251,11,34,0.425018595,no,256172.4868,785300.2242,3,20:21:38,20:32:18,11,256172.4868,785300.2242,UK,B_6251_295,6251_3,2019-11-07,49,
6263,17,56,0.437522645,no,256097.3636,785241.9079,3,18:48:38,19:05:42,11,256109,785255,Ficus sycomorus,Ficus sycomorus_3,6263_3,2019-11-07,16,
6263,2,16,1.00005469,no,256100.579,785235.4209,3,18:08:30,18:10:38,11,256109,785255,Ficus sycomorus,Ficus sycomorus_3,6263_3,2019-11-07,16,
6265,0,1,inf,no,256074.3,785247.3456,3,20:32:52,20:32:52,11,256109,785255,Ficus sycomorus,Ficus sycomorus_3,6265_3,2019-11-07,43,Einan
6246,46,307,0.882219083,no,256167.0598,785231.6682,3,21:30:11,22:16:35,11,256171,785226,Loquat,Loquat_376,6246_3,2019-11-07,54,Har Gershom
6181,1,9,0.900033751,no,256028.8858,785231.9879,3,23:06:26,23:07:46,11,256015,785234,Mulberry,Mulberry_505,6181_3,2019-11-07,12,Zemer cave
5781,13,90,0.909120754,no,256197.3458,785277.2377,3,17:49:41,18:02:53,11,256186,785255,Loquat,Loquat_376,5781_3,2019-11-07,14,Zemer cave
5684,0,2,2,no,256051.4054,785198.6844,3,18:37:31,18:37:39,11,256050,785186,Avocado,Avocado_161,5684_3,2019-11-07,6,Shaked
5684,1,7,0.875041018,no,256015.2555,785245.6791,3,18:33:15,18:34:19,11,256015,785234,Mulberry,Mulberry_505,5684_3,2019-11-07,6,Shaked
5781,1,5,1.000025001,no,256029.5287,785229.9932,3,17:29:01,17:29:41,11,256015,785234,Mulberry,Mulberry_505,5781_3,2019-11-07,14,Zemer cave
5781,1,10,1.000037501,no,256179.8536,785228.0314,3,18:08:13,18:09:33,11,256171,785226,Loquat,Loquat_376,5781_3,2019-11-07,14,Zemer cave
5781,1,4,0.800040002,no,256151.6906,785316.6153,3,17:10:13,17:10:53,11,256164,785283,Apple,Apple_33,5781_3,2019-11-07,14,Zemer cave
6245,26,148,0.747500702,no,256166.5251,785237.9398,3,20:21:05,20:47:29,11,256171,785226,Loquat,Loquat_376,6245_3,2019-11-07,7,Zemer cave
5781,2,15,1.071466838,no,256193.9304,785245.8868,3,19:29:49,19:31:41,11,256186,785255,Loquat,Loquat_376,5781_3,2019-11-07,14,Zemer cave
6181,1,7,1.000035716,no,256014.8343,785244.4896,3,17:02:11,17:03:07,11,256023,785249,Apple,Apple_32,6181_3,2019-11-07,12,Zemer cave
5771,9,53,0.791080198,no,256159.32,785301.3644,3,21:57:57,22:06:53,11,256164,785283,Apple,Apple_33,5771_3,2019-11-07,10,Har Gershom
5781,4,8,0.258072841,no,256101.5969,785265.6663,3,17:37:01,17:41:09,11,256132,785266,Surinam Cherry,Surinam Cherry_56,5781_3,2019-11-07,14,Zemer cave
5781,2,17,1.000036766,no,256155.6947,785281.3239,3,17:06:45,17:09:01,11,256164,785283,Apple,Apple_33,5781_3,2019-11-07,14,Zemer cave
6181,4,32,0.969733702,no,256053.9165,785246.0351,3,16:56:35,17:00:59,11,256032,785251,Ficus carica,Ficus carica_512,6181_3,2019-11-07,12,Zemer cave
6181,1,6,0.85717347,no,256048.7474,785244.9127,3,16:54:27,16:55:23,11,256032,785251,Ficus carica,Ficus carica_512,6181_3,2019-11-07,12,Zemer cave
6265,41,293,0.948262261,no,256182.2585,785321.5188,3,18:26:04,19:07:16,11,256209,785340,Ficus carica,Ficus carica_515,6265_3,2019-11-07,43,Einan
6263,1,5,0.833368057,no,256133.1829,785252.9587,3,17:44:38,17:45:26,11,256132,785266,Surinam Cherry,Surinam Cherry_56,6263_3,2019-11-07,16,
5771,2,2,0.166675348,no,256083.2391,785221.0982,3,21:36:53,21:38:29,11,256098,785213,Melia azedarach,Melia azedarach_439,5771_3,2019-11-07,10,Har Gershom
6263,0,1,inf,no,256061.7382,785235.0756,3,17:56:22,17:56:22,11,256032,785251,Ficus carica,Ficus carica_512,6263_3,2019-11-07,16,
6245,13,67,0.71279155,no,256187.2129,785233.3884,3,18:46:33,18:59:05,11,256171,785226,Loquat,Loquat_376,6245_3,2019-11-07,7,Zemer cave
5684,0,2,2,no,256065.6605,785216.947,3,19:27:15,19:27:23,11,256098,785213,Melia azedarach,Melia azedarach_439,5684_3,2019-11-07,6,Shaked
5684,5,25,0.657920707,no,256047.4808,785254.1308,3,17:12:49,17:17:53,11,256032,785251,Ficus carica,Ficus carica_512,5684_3,2019-11-07,6,Shaked
5771,0,2,1.000062504,no,256053.1517,785220.2365,3,21:48:21,21:48:37,11,256032,785251,Ficus carica,Ficus carica_512,5771_3,2019-11-07,10,Har Gershom
5771,3,5,0.263168283,no,256013.594,785267.7475,3,21:39:57,21:42:29,11,256031,785277,Melia azedarach,Melia azedarach_438,5771_3,2019-11-07,10,Har Gershom
5749,1,3,0.500010417,no,256174.1579,785288.7544,3,16:35:01,16:35:49,11,256164,785283,Apple,Apple_33,5749_3,2019-11-07,7,Zemer cave
5749,47,154,0.441273231,no,256141.6468,785279.6229,3,16:51:33,17:38:05,11,256143,785274,Guava,Guava_149,5749_3,2019-11-07,7,Zemer cave
5749,4,13,0.419366676,no,256121.351,785254.8298,3,16:45:25,16:49:33,11,256132,785266,Surinam Cherry,Surinam Cherry_56,5749_3,2019-11-07,7,Zemer cave
5684,1,9,1.125035157,no,256016.0361,785245.2279,3,20:18:10,20:19:14,11,256023,785249,Apple,Apple_32,5684_3,2019-11-07,6,Shaked
5749,1,5,1.000025001,no,256168.6688,785215.2715,3,16:42:05,16:42:45,11,256171,785226,Loquat,Loquat_376,5749_3,2019-11-07,7,Zemer cave
5684,4,9,0.290334288,no,256031.5327,785219.8042,3,18:27:55,18:32:03,11,256015,785234,Mulberry,Mulberry_505,5684_3,2019-11-07,6,Shaked
5749,3,13,0.684228532,no,256145.0559,785192.6647,3,16:38:21,16:40:53,11,256115,785218,Mulberry,Mulberry_493,5749_3,2019-11-07,7,Zemer cave
5684,60,199,0.440019436,no,256043.55,785274.1613,3,21:33:05,22:33:23,11,256031,785277,Melia azedarach,Melia azedarach_438,5684_3,2019-11-07,6,Shaked
5684,28,118,0.561927172,no,256028.8316,785285.4449,4,17:20:24,17:48:24,11,256031,785277,Melia azedarach,Melia azedarach_438,5684_4,2019-11-08,6,
5771,24,10,0.056499689,no,256020.7453,785272.889,4,18:52:02,19:15:38,11,256031,785277,Melia azedarach,Melia azedarach_438,5771_4,2019-11-08,10,Har Gershom
6274,14,102,1.000042894,no,256017.556,785238.8174,4,00:44:40,00:58:16,11,256015,785234,Mulberry,Mulberry_505,6274_4,2019-11-08,11,
5771,1,5,1.25007813,no,256078.0709,785194.0599,4,19:17:14,19:17:46,11,256098,785213,Melia azedarach,Melia azedarach_439,5771_4,2019-11-08,10,Har Gershom
6263,53,306,0.770820417,no,256085.2777,785229.5833,4,23:12:25,00:05:21,11,256098,785213,Melia azedarach,Melia azedarach_439,6263_4,2019-11-08,16,
6263,19,96,0.680886074,no,256076.4028,785225.7564,4,17:57:22,18:16:10,11,256098,785213,Melia azedarach,Melia azedarach_439,6263_4,2019-11-08,16,
5684,0,2,2.000250031,no,256080.8673,785205.4659,4,20:59:12,20:59:20,11,256098,785213,Melia azedarach,Melia azedarach_439,5684_4,2019-11-08,6,
6263,12,76,0.853976962,no,256071.4731,785204.7333,4,00:06:33,00:18:25,11,256050,785186,Avocado,Avocado_161,6263_4,2019-11-08,16,
